index,CHECK,reference,title,year,citation,study_type,common_name,order,family,genus,species,subspecies,lifestage,count_target_average,count_target_min,count_target_max,count_flock_average,count_flock_min,count_flock_max,latitude_avg,longitude_avg,location_1,latitude_1,longitude_1,location_2,latitude_2,longitude_2,location_3,latitude_3,longitude_3,location_4,latitude_4,longitude_4,location_5,latitude_5,longitude_5,date_1,date_2,date_3,date_4,date_5,date_6,temperature_min_study,temperature_max_study,temperature_binary_study,wind_speed_min_study,wind_speed_max_study,wind_speed_binary_study,wind_direction_d,relative_wind_direction_ms,wind_direction_binary,drone,drone_type,drone_shape,drone_size_mm,drone_noise_db,db_distance_m,drone_noise_dba,dba_distance_m,drone_colour,approach_type,altitude_max,altitude_min,distance_max,distance_min,min_approach_speed_m_s,max_approach_speed_m_s,approach_speed_b,approaches_study,approaches_species_drone_lifestage_approachtype,approach_description,response_measure_1,response_measure_2,response_measure_description,result_description,minimum_successful_approach_m,maximum_unsuccessful_approach_m,html
11,YES,"Valle, R. G. (2021). ""Rapid drone semi‐automated counts of wintering Greater Flamingos (Phoenicopterus roseus) as a tool for amateur researchers."" Ibis.",Rapid drone semi‐automated counts of wintering Greater Flamingos (Phoenicopterus roseus) as a tool for amateur researchers.,2021,"Valle, R. G. (2021)",survey,greater flamingo,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,NA,adult nonbreeding,263,19,1089,263,19,1089,45.0419818,12.3473702,po delta site a,45.107908,12.292709,po delta site b,45.053841,12.326569,po delta site c,45.031867,12.363408,po delta site d,44.992344,12.336192,po delta site e,45.023949,12.417973,11/12/2018,11/12/2018,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji mavic pro,rotorwing,quadcopter,335,NA,NA,40,70,grey,horizontal,70,70,NA,NA,NA,NA,0,22,22,"Launched from 150m, ascended to 70m, approached to above birds.",observation,NA,observed bird reactions throughout approach,No birds moved or flew away during surveys as a consequence of census activities.,70,NA,"<tr><td>greater flamingo</td><td><em>Phoenicopterus roseus</em></td><td>adult nonbreeding</td><td>dji mavic pro</td><td>Launched from 150m, ascended to 70m, approached to above birds.</td><td>observation</td><td>No birds moved or flew away during surveys as a consequence of census activities.</td><td>Valle, R. G. (2021) <span class=endnote>Valle, R. G. (2021). ""Rapid drone semi‐automated counts of wintering Greater Flamingos (Phoenicopterus roseus) as a tool for amateur researchers."" Ibis.</span></td></tr>"
12,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,american black duck,Anseriformes,Anatidae,Anas,rubripes,NA,adult breeding,2,2,2,2,2,2,35.346874,-76.346409,pamlico sound,35.346874,-76.346409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,NA,NA,NA,NA,NA,NA,0,15,4,overflights at unknown altitude,NA,NA,NA,NA,NA,NA,"<tr><td>american black duck</td><td><em>Anas rubripes</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at unknown altitude</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
13,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,upland waterfowl,Anseriformes,NA,NA,NA,NA,adult breeding,18,18,18,18,18,18,48.355231,-99.338229,cando,48.355231,-99.338229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,NA,NA,NA,NA,NA,NA,0,15,2,overflights at unknown altitude,NA,NA,NA,NA,NA,NA,"<tr><td>upland waterfowl</td><td><em>NA NA</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at unknown altitude</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
14,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,ring-necked pheasant,Galliformes,Phasianidae,Phasianus,colchicus,NA,adult breeding,1,1,1,1,1,1,44.310759,-98.41146,virgil,44.310759,-98.41146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,NA,NA,NA,NA,NA,NA,0,15,1,overflights at unknown altitude,NA,NA,NA,NA,NA,NA,"<tr><td>ring-necked pheasant</td><td><em>Phasianus colchicus</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at unknown altitude</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
15,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,hungarian partridge,Galliformes,Phasianidae,Perdix,perdix,NA,adult breeding,0,0,0,0,0,0,50.192294,-112.463265,lethbridge,50.192294,-112.463265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,NA,NA,NA,NA,NA,NA,0,15,1,overflights at unknown altitude,NA,NA,NA,NA,NA,NA,"<tr><td>hungarian partridge</td><td><em>Perdix perdix</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at unknown altitude</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
16,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,piping plover,Charadriiformes,Charadriidae,Charadrius,melodus,NA,adult breeding,3,3,3,3,3,3,52.539621,110.009912,provost,52.539621,110.009912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,30,20,NA,NA,NA,NA,0,15,6,overflights at 20-30m agl,NA,NA,NA,NA,NA,NA,"<tr><td>piping plover</td><td><em>Charadrius melodus</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at 20-30m agl</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
17,YES,"Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.",Drone Nest Searching Applications Using a Thermal Camera.,2021,"Stander, R., et al. (2021)",survey,passerines,Passeriformes,NA,NA,NA,NA,adult breeding,1,1,1,1,1,1,46.722773,-99.445926,streeter,46.722773,-99.445926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2017,17/06/2017,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji inspire 1 v. 2.0,rotorwing,quadcopter,581,NA,NA,NA,NA,white-black,horizontal,NA,NA,NA,NA,NA,NA,0,15,1,overflights at unknown altitude,NA,NA,NA,NA,NA,NA,"<tr><td>passerines</td><td><em>NA NA</em></td><td>adult breeding</td><td>dji inspire 1 v. 2.0</td><td>overflights at unknown altitude</td><td>NA</td><td>NA</td><td>Stander, R., et al. (2021) <span class=endnote>Stander, R., et al. (2021). ""Drone Nest Searching Applications Using a Thermal Camera."" Wildlife Society Bulletin 45(3): 371-382.</span></td></tr>"
18,YES,"Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.","Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks.",2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,adult breeding,10355,NA,NA,10355,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/11/2019,29/12/2019,NA,NA,NA,NA,-8,-1,1,0,5,1,90,0,1,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,horizontal,145,20,NA,NA,NA,NA,1,42,30,"launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 145m, 95m, 70m, 45m, 35m, or 20m, overflew birds.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, moving or sleeping for all visible birds once every 2s for 20s starting 10s after minimum uav approach distance for each flight. Fit Kruskal-Wallis-tests for flight height, uav, day.",Siginificantly more vigilance than controls at altitudes below 45m. Siginificantly more flapping than controls at altitudes below 70m. More disturbance observed than with a fixed wing UAV.,70,NA,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 145m, 95m, 70m, 45m, 35m, or 20m, overflew birds.</td><td>proportional behaviour</td><td>Siginificantly more vigilance than controls at altitudes below 45m. Siginificantly more flapping than controls at altitudes below 70m. More disturbance observed than with a fixed wing UAV.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.</span></td></tr>"
19,YES,"Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.","Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks.",2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,juvenile,10355,NA,NA,10355,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/11/2019,29/12/2019,NA,NA,NA,NA,-8,-1,1,0,5,1,90,0,1,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,horizontal,145,20,NA,NA,NA,NA,1,42,30,"launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 145m, 95m, 70m, 45m, or 35m, overflew birds.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, moving or sleeping for all visible birds once every 2s for 20s starting 10s after minimum uav approach distance for each flight. Fit Kruskal-Wallis-tests for flight height, uav, day.",Significantly more vigilance and flapping than control at all altitudes. More disturbance observed than with a fixed wing UAV.,NA,145,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>juvenile</td><td>dji phantom 4 pro</td><td>launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 145m, 95m, 70m, 45m, or 35m, overflew birds.</td><td>proportional behaviour</td><td>Significantly more vigilance and flapping than control at all altitudes. More disturbance observed than with a fixed wing UAV.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.</span></td></tr>"
20,YES,"Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.","Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks.",2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,adult breeding,10355,NA,NA,10355,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/12/2019,NA,NA,NA,NA,NA,-4,-1,1,1,3,1,270,180,1,mapir magpy,fixed wing,straight wing,864,NA,NA,64,5,white-black,horizontal,95,35,NA,NA,NA,NA,1,42,12,"launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 95m, 70m, 45m, or 35m, overflew birds.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, moving or sleeping for all visible birds once every 2s for 20s starting 10s after minimum uav approach distance for each flight. Fit Kruskal-Wallis-tests for flight height, uav, day.","Significantly more vigilance than control at 95m, but not at lower altitudes. Less disturbance observed than with a Phantom 4 Pro UAV.",NA,95,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>adult breeding</td><td>mapir magpy</td><td>launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 95m, 70m, 45m, or 35m, overflew birds.</td><td>proportional behaviour</td><td>Significantly more vigilance than control at 95m, but not at lower altitudes. Less disturbance observed than with a Phantom 4 Pro UAV.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.</span></td></tr>"
21,YES,"Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.","Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks.",2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,juvenile,10355,NA,NA,10355,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/12/2019,NA,NA,NA,NA,NA,-4,-1,1,1,3,1,270,180,1,mapir magpy,fixed wing,straight wing,864,NA,NA,64,5,white-black,horizontal,95,35,NA,NA,NA,NA,1,42,12,"launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 95m, 70m, 45m, or 35m, overflew birds.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, moving or sleeping for all visible birds once every 2s for 20s starting 10s after minimum uav approach distance for each flight. Fit Kruskal-Wallis-tests for flight height, uav, day.",Significantly more vigilance than control at all altitudes except 35m. Less disturbance observed than with a Phantom 4 Pro UAV.,NA,95,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>juvenile</td><td>mapir magpy</td><td>launched 100m horizontal distance and 15m vertically above, ascended to test altitude of 95m, 70m, 45m, or 35m, overflew birds.</td><td>proportional behaviour</td><td>Significantly more vigilance than control at all altitudes except 35m. Less disturbance observed than with a Phantom 4 Pro UAV.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Effects of UAV overflight height, UAV type, and season on the behaviour of emperor penguin adults and chicks."" Remote Sensing Applications: Society and Environment 23: 100558.</span></td></tr>"
22,YES,"Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.",Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach.,2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,adult breeding,9500,NA,NA,9500,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/2019,30/11/2019,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,horizontal,20,20,NA,NA,5,5,1,6,3,takeoff 100m horizontally and 15m vertically from birds. Flew to 20m asl then overflew the birds.,proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, sleeping for all visible birds once every 3s in video. Used glme with behaviour as response and distance and time from closest approach as predictor, video frame within clip as random factor","Significantly more vigilance and flapping than control. Behaviour was not significantly impacted by horizontal distance. Reactions lasted about 40s. Less reaction than vertical drone or human approach, and less than chicks.",50,NA,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>takeoff 100m horizontally and 15m vertically from birds. Flew to 20m asl then overflew the birds.</td><td>proportional behaviour</td><td>Significantly more vigilance and flapping than control. Behaviour was not significantly impacted by horizontal distance. Reactions lasted about 40s. Less reaction than vertical drone or human approach, and less than chicks.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.</span></td></tr>"
23,YES,"Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.",Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach.,2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,juvenile,9500,NA,NA,9500,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/2019,30/11/2019,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,horizontal,20,20,NA,NA,5,5,1,6,3,takeoff 100m horizontally and 15m vertically from birds. Flew to 20m asl then overflew the birds.,proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, sleeping for all visible birds once every 3s in video. Used glme with behaviour as response and distance and time from closest approach as predictor, video frame within clip as random factor","Vigilance and flapping increased with decreasing distance, except when directly overhead. Reactions lasted about 40s. Less diturbance than vertical drone or human approach, but more than adults.",50,NA,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>juvenile</td><td>dji phantom 4 pro</td><td>takeoff 100m horizontally and 15m vertically from birds. Flew to 20m asl then overflew the birds.</td><td>proportional behaviour</td><td>Vigilance and flapping increased with decreasing distance, except when directly overhead. Reactions lasted about 40s. Less diturbance than vertical drone or human approach, but more than adults.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.</span></td></tr>"
24,YES,"Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.",Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach.,2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,adult breeding,9500,NA,NA,9500,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/2019,30/11/2019,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,vertical,100,15,NA,NA,1,1,1,6,3,"takeoff 100m horizontally and 15m vertically from birds, ascend to 100m, approach to above birds, descend to 15m.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, sleeping for all visible birds once every 3s in video. Used glme with behaviour as response and distance as predictor, video frame within clip as random factor",Lower altitudes caused more vigilance and flapping. Significantly more vigilance when below 30m. Significantly more flapping when below 20m.,50,NA,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>takeoff 100m horizontally and 15m vertically from birds, ascend to 100m, approach to above birds, descend to 15m.</td><td>proportional behaviour</td><td>Lower altitudes caused more vigilance and flapping. Significantly more vigilance when below 30m. Significantly more flapping when below 20m.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.</span></td></tr>"
25,YES,"Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.",Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach.,2021,"Rümmler, M.-C., et al. (2021)",disturbance,emporer penguin,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,NA,juvenile,9500,NA,NA,9500,NA,NA,-70.6125,-8.1236,atka bay,-70.6125,-8.1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/2019,30/11/2019,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,NA,NA,74,5,white,vertical,100,15,NA,NA,1,1,1,6,3,"takeoff 100m horizontally and 15m vertically from birds, ascend to 100m, approach to above birds, descend to 15m.",proportional behaviour,NA,"recorded penguins and categorised reactions as vigilance, flipper-flapping, sleeping for all visible birds once every 3s in video. Used glme with behaviour as response and distance as predictor, video frame within clip as random factor",Lower altitudes caused more vigilance and flapping. Significantly more vigilance when below 30m. Significantly more flapping when below 20m.,50,NA,"<tr><td>emporer penguin</td><td><em>Aptenodytes forsteri</em></td><td>juvenile</td><td>dji phantom 4 pro</td><td>takeoff 100m horizontally and 15m vertically from birds, ascend to 100m, approach to above birds, descend to 15m.</td><td>proportional behaviour</td><td>Lower altitudes caused more vigilance and flapping. Significantly more vigilance when below 30m. Significantly more flapping when below 20m.</td><td>Rümmler, M.-C., et al. (2021) <span class=endnote>Rümmler, M.-C., et al. (2021). ""Emperor penguin reactions to UAVs: first observations and comparisons with effects of human approach."" Remote Sensing Applications: Society and Environment: 100545.</span></td></tr>"
26,YES,"RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.",Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies.,2021,"RENNER, H., et al. (2021)",survey,aleutian tern,Charadriiformes,Laridae,Onychoprion,aleuticus,NA,adult breeding,59.25,3,108,NA,NA,NA,54.1043705,72.562559,wrangel island,53.167127,143.240821,lyarvo island,52.179218,143.134621,chaika island,51.673081,143.347018,black sand spit,59.398056,-139.472224,NA,NA,NA,20/06/2018,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,81,NA,NA,NA,white,horizontal,30,13,NA,NA,NA,NA,0,4,4,Launched at greater than 200m and performed overflights between 13 and 30m altitude.,observation,NA,observed bird reactions throughout approach,"No reaction, except when nearby gulls flushed",13,NA,"<tr><td>aleutian tern</td><td><em>Onychoprion aleuticus</em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>Launched at greater than 200m and performed overflights between 13 and 30m altitude.</td><td>observation</td><td>No reaction, except when nearby gulls flushed</td><td>RENNER, H., et al. (2021) <span class=endnote>RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.</span></td></tr>"
27,YES,"RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.",Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies.,2021,"RENNER, H., et al. (2021)",survey,common tern,Charadriiformes,Laridae,Sterna,hirundo longipennis ,NA,adult breeding,NA,NA,NA,NA,NA,NA,52.33980867,143.24082,wrangel island,53.167127,143.240821,lyarvo island,52.179218,143.134621,chaika island,51.673081,143.347018,NA,NA,NA,NA,NA,NA,20/06/2018,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,81,NA,NA,NA,white,horizontal,30,13,NA,NA,NA,NA,0,4,3,Launched at greater than 200m and performed overflights between 13 and 30m altitude.,observation,NA,observed bird reactions throughout approach,"No reaction, except when nearby gulls flushed",13,NA,"<tr><td>common tern</td><td><em>Sterna hirundo longipennis </em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>Launched at greater than 200m and performed overflights between 13 and 30m altitude.</td><td>observation</td><td>No reaction, except when nearby gulls flushed</td><td>RENNER, H., et al. (2021) <span class=endnote>RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.</span></td></tr>"
28,YES,"RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.",Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies.,2021,"RENNER, H., et al. (2021)",survey,arctic tern,Charadriiformes,Laridae,Sterna,paradisaea,NA,adult breeding,NA,NA,NA,NA,NA,NA,59.398056,-139.472224,black sand spit,59.398056,-139.472224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2019,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,dji phantom 4 pro,rotorwing,quadcopter,350,81,NA,NA,NA,white,horizontal,30,13,NA,NA,NA,NA,0,4,1,Launched at greater than 200m and performed overflights between 13 and 30m altitude.,observation,NA,observed bird reactions throughout approach,"No reaction, except when nearby gulls flushed",13,NA,"<tr><td>arctic tern</td><td><em>Sterna paradisaea</em></td><td>adult breeding</td><td>dji phantom 4 pro</td><td>Launched at greater than 200m and performed overflights between 13 and 30m altitude.</td><td>observation</td><td>No reaction, except when nearby gulls flushed</td><td>RENNER, H., et al. (2021) <span class=endnote>RENNER, H., et al. (2021). ""Aleutian Tern Onychoprion aleuticus abundance estimates at four globally significant colonies."" Bird Conservation International: 1-15.</span></td></tr>"
